Question ID,LLM Model,Embedding Model,Chunk Size,Context Quality,Answer Relevance,Answer Correctness,Faithfulness to Context,Notes
9,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,3,5,5,3,"Correct conclusion but without specific details from reference"
10,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,1,2,1,1,"Incorrect answer about registration"
11,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,1,2,1,1,"Generic answer about registration without notification specifics"
1,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,2,1,1,"Completely incorrect height (35m vs 7.5m)"
2,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,1,1,1,"Completely incorrect angle (38° vs 25°)"
3,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,2,1,1,"Missing information about definition"
4,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,4,5,5,5,"Correct conclusion with appropriate explanation"
6,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,3,1,1,"Missing information about distance"
7,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,3,1,1,"Vague answer about building permissions"
8,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,2,4,5,3,"Correct assessment but with vague explanation"
9,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,3,5,5,3,"Correct conclusion but without specific details from reference"
10,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,2,1,1,"Incorrect answer about notification requirement"
11,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,1,2,1,1,"Incorrect answer about registration"
1,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,2,1,1,"Completely incorrect height (12m vs 7.5m)"
2,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,1,1,1,"Missing information about maximum angle"
3,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,2,1,1,"Very generic definition unrelated to legal parameters"
4,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,4,5,5,5,"Correct conclusion with appropriate explanation"
6,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,3,1,1,"Missing information about distance"
7,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,3,1,1,"Vague answer about building permissions"
8,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,2,4,5,3,"Correct assessment but with vague explanation"
9,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,3,5,5,3,"Correct conclusion but without specific details from reference"
10,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,2,1,1,"Incorrect answer about registration"
11,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,64,1,2,1,1,"Incorrect answer about registration"
1,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,2,1,1,"Completely incorrect height (35m vs 7.5m)"
2,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,1,1,1,"Missing information about maximum angle"
3,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,2,1,1,"Very generic definition unrelated to legal parameters"
4,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,4,5,5,5,"Correct conclusion with appropriate explanation"
6,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,1,1,1,"Text does not answer the specific question"
7,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,5,1,1,"Contradicts reference with vague explanation"
8,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,2,4,5,3,"Correct assessment but with vague explanation"
9,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,3,5,5,3,"Correct but lacks details from reference"
10,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,1,1,1,"Incorrect information about building registration"
11,llama3-chatqa:8b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,128,1,1,1,1,"Generic answer about registration without notification specifics"
1,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.125,3,4,2,3,"Incorrect height (9m vs 7.5m)"
2,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.125,5,5,5,5,"Perfect match to reference"
3,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.125,3,4,3,4,"General definition but missing size specifications"
4,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.125,5,5,5,5,"Accurate and complete answer"
5,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.125,4,5,5,5,"Correct conclusion with appropriate reasoning"
6,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.125,5,5,5,5,"Precise answer matching reference"
7,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.125,2,3,2,1,"Answer seems hesitant but leans positive, contradicting reference"
8,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.125,3,5,5,4,"Accurate assessment that construction is permitted within limits"
9,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.125,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.125,3,4,5,4,"Correctly indicates no action needed, albeit indirectly"
11,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.125,3,3,1,1,"Incorrect conclusion that pool is not permitted rather than requiring notification"
1,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.25,3,4,2,3,"Incorrect height (9m vs 7.5m)"
2,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.25,5,5,5,5,"Perfect match to reference answer"
3,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.25,3,4,3,4,"Partial definition missing size requirements"
4,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.25,5,5,5,5,"Accurate and complete answer"
5,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.25,4,5,5,5,"Correct conclusion with appropriate reasoning"
6,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.25,5,5,5,5,"Precise answer matching reference"
7,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.25,2,3,2,2,"Answer suggests construction may be possible, contradicting reference"
8,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.25,3,5,1,2,"Incorrect conclusion about construction not being permitted"
9,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.25,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.25,4,4,5,4,"Correctly indicates no action needed"
11,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.25,3,3,1,1,"Incorrect conclusion that pool is not permitted rather than requiring notification"
1,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.5,3,4,2,3,"Incorrect height (9m vs 7.5m)"
2,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.5,5,5,5,5,"Perfect match to reference"
3,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.5,4,4,4,4,"Nearly complete definition with most key elements"
4,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.5,5,5,5,5,"Accurate and complete answer"
5,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.5,4,5,5,5,"Correct conclusion with appropriate reasoning"
6,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.5,5,5,5,5,"Precise answer matching reference"
7,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.5,3,3,2,2,"Answer hesitant but leans positive, contradicting reference"
8,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.5,3,5,5,4,"Accurate assessment that construction is permitted within limits"
9,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.5,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.5,3,4,5,4,"Correctly indicates appropriate requirements"
11,gemma3:27b,jinaai/jina-embeddings-v2-base-de,0.5,3,3,1,1,"Incorrect conclusion about pool removal rather than notification"
1,gemma3:27b,jinaai/jina-embeddings-v2-base-de,1,1,2,1,1,"Incorrect reference to number of stories rather than height"
2,gemma3:27b,jinaai/jina-embeddings-v2-base-de,1,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,jinaai/jina-embeddings-v2-base-de,1,2,2,1,1,"Vague definition about types and offerings"
4,gemma3:27b,jinaai/jina-embeddings-v2-base-de,1,2,3,1,1,"Incorrect measurement (0.5m vs 20cm)"
5,gemma3:27b,jinaai/jina-embeddings-v2-base-de,1,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,jinaai/jina-embeddings-v2-base-de,1,2,3,1,2,"Vague answer about minimum distance"
7,gemma3:27b,jinaai/jina-embeddings-v2-base-de,1,1,5,5,2,"Contradicts reference with 'ja' answer"
8,gemma3:27b,jinaai/jina-embeddings-v2-base-de,1,2,4,1,1,"Incorrect reasoning about 40% area requirement"
9,gemma3:27b,jinaai/jina-embeddings-v2-base-de,1,2,5,5,3,"Correct answer but without detail from reference"
10,gemma3:27b,jinaai/jina-embeddings-v2-base-de,1,1,2,1,1,"Incorrect answer about authority notification"
11,gemma3:27b,jinaai/jina-embeddings-v2-base-de,1,1,2,1,1,"Incorrect answer about authority notification"
1,gemma3:27b,jinaai/jina-embeddings-v2-base-de,2,3,4,5,5,"Correct height specification matching reference"
2,gemma3:27b,jinaai/jina-embeddings-v2-base-de,2,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,jinaai/jina-embeddings-v2-base-de,2,1,1,1,1,"Generic description unrelated to legal definition"
4,gemma3:27b,jinaai/jina-embeddings-v2-base-de,2,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,gemma3:27b,jinaai/jina-embeddings-v2-base-de,2,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,jinaai/jina-embeddings-v2-base-de,2,1,1,1,1,"No information provided about required distance"
7,gemma3:27b,jinaai/jina-embeddings-v2-base-de,2,2,3,2,2,"Answer about building regulations is vague"
8,gemma3:27b,jinaai/jina-embeddings-v2-base-de,2,2,4,5,3,"Correct general conclusion about permitted construction"
9,gemma3:27b,jinaai/jina-embeddings-v2-base-de,2,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,jinaai/jina-embeddings-v2-base-de,2,1,2,1,1,"Incorrect answer about authority verification"
11,gemma3:27b,jinaai/jina-embeddings-v2-base-de,2,2,2,1,1,"Incorrect answer about registration without notification"
1,gemma3:27b,jinaai/jina-embeddings-v2-base-de,4,1,2,1,1,"Completely incorrect height (15m vs 7.5m)"
2,gemma3:27b,jinaai/jina-embeddings-v2-base-de,4,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,jinaai/jina-embeddings-v2-base-de,4,1,1,1,1,"Generic description unrelated to legal definition"
4,gemma3:27b,jinaai/jina-embeddings-v2-base-de,4,2,3,1,1,"Incorrect measurement (0.5m vs 20cm)"
5,gemma3:27b,jinaai/jina-embeddings-v2-base-de,4,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,jinaai/jina-embeddings-v2-base-de,4,1,2,1,1,"No specific information about required distance"
7,gemma3:27b,jinaai/jina-embeddings-v2-base-de,4,1,3,1,1,"Contradicts reference with vague explanation"
8,gemma3:27b,jinaai/jina-embeddings-v2-base-de,4,2,4,1,1,"Incorrect reasoning about construction requirements"
9,gemma3:27b,jinaai/jina-embeddings-v2-base-de,4,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,jinaai/jina-embeddings-v2-base-de,4,1,2,1,1,"Incorrect answer about notification requirement"
11,gemma3:27b,jinaai/jina-embeddings-v2-base-de,4,2,3,1,1,"Incorrect answer about authority notification"
1,gemma3:27b,jinaai/jina-embeddings-v2-base-de,8,1,2,1,1,"Completely incorrect height (35m vs 7.5m)"
2,gemma3:27b,jinaai/jina-embeddings-v2-base-de,8,1,1,1,1,"Completely incorrect angle information"
3,gemma3:27b,jinaai/jina-embeddings-v2-base-de,8,1,2,1,1,"Generic description unrelated to legal definition"
4,gemma3:27b,jinaai/jina-embeddings-v2-base-de,8,2,3,1,1,"Incorrect measurement (0.5m vs 20cm)"
5,gemma3:27b,jinaai/jina-embeddings-v2-base-de,8,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,jinaai/jina-embeddings-v2-base-de,8,1,3,1,1,"No specific information about required distance"
7,gemma3:27b,jinaai/jina-embeddings-v2-base-de,8,1,3,1,1,"Vague answer about building permissions"
8,gemma3:27b,jinaai/jina-embeddings-v2-base-de,8,2,4,5,3,"Correct assessment but with vague explanation"
9,gemma3:27b,jinaai/jina-embeddings-v2-base-de,8,2,5,5,2,"Correct answer but without details from reference"
10,gemma3:27b,jinaai/jina-embeddings-v2-base-de,8,1,2,1,1,"Incorrect answer about notification requirement"
11,gemma3:27b,jinaai/jina-embeddings-v2-base-de,8,1,2,1,1,"Incorrect answer about registration"
1,gemma3:27b,jinaai/jina-embeddings-v2-base-de,16,1,2,1,1,"Completely incorrect height information"
2,gemma3:27b,jinaai/jina-embeddings-v2-base-de,16,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,jinaai/jina-embeddings-v2-base-de,16,1,2,1,1,"Generic description unrelated to legal parameters"
4,gemma3:27b,jinaai/jina-embeddings-v2-base-de,16,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,gemma3:27b,jinaai/jina-embeddings-v2-base-de,16,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,jinaai/jina-embeddings-v2-base-de,16,1,3,1,1,"No specific information about required distance"
7,gemma3:27b,jinaai/jina-embeddings-v2-base-de,16,1,5,1,1,"Contradicts reference with generic explanation"
8,gemma3:27b,jinaai/jina-embeddings-v2-base-de,16,2,4,5,3,"Correct assessment but with vague explanation"
9,gemma3:27b,jinaai/jina-embeddings-v2-base-de,16,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,jinaai/jina-embeddings-v2-base-de,16,1,2,1,1,"Incorrect answer about registration"
11,gemma3:27b,jinaai/jina-embeddings-v2-base-de,16,1,2,1,1,"Generic answer about registration without notification specifics"
1,gemma3:27b,jinaai/jina-embeddings-v2-base-de,32,1,2,1,1,"Completely incorrect height (35m vs 7.5m)"
2,gemma3:27b,jinaai/jina-embeddings-v2-base-de,32,1,1,1,1,"Completely incorrect angle (38° vs 25°)"
3,gemma3:27b,jinaai/jina-embeddings-v2-base-de,32,1,2,1,1,"Missing specific definition"
4,gemma3:27b,jinaai/jina-embeddings-v2-base-de,32,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,gemma3:27b,jinaai/jina-embeddings-v2-base-de,32,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,jinaai/jina-embeddings-v2-base-de,32,1,3,1,1,"Missing specific distance requirement"
7,gemma3:27b,jinaai/jina-embeddings-v2-base-de,32,1,3,1,1,"Vague answer about building permissions"
8,gemma3:27b,jinaai/jina-embeddings-v2-base-de,32,2,4,5,3,"Correct assessment but with vague explanation"
9,gemma3:27b,jinaai/jina-embeddings-v2-base-de,32,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,jinaai/jina-embeddings-v2-base-de,32,1,2,1,1,"Incorrect answer about notification requirement"
11,gemma3:27b,jinaai/jina-embeddings-v2-base-de,32,1,2,1,1,"Incorrect answer about notification requirement"
1,gemma3:27b,jinaai/jina-embeddings-v2-base-de,64,1,2,1,1,"Completely incorrect height (12m vs 7.5m)"
2,gemma3:27b,jinaai/jina-embeddings-v2-base-de,64,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,jinaai/jina-embeddings-v2-base-de,64,1,2,1,1,"Generic description unrelated to legal parameters"
4,gemma3:27b,jinaai/jina-embeddings-v2-base-de,64,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,gemma3:27b,jinaai/jina-embeddings-v2-base-de,64,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,jinaai/jina-embeddings-v2-base-de,64,1,3,1,1,"Missing specific distance requirement"
7,gemma3:27b,jinaai/jina-embeddings-v2-base-de,64,1,3,1,1,"Vague answer about building permissions"
8,gemma3:27b,jinaai/jina-embeddings-v2-base-de,64,2,4,5,3,"Correct assessment about construction allowance"
9,gemma3:27b,jinaai/jina-embeddings-v2-base-de,64,3,5,5,3,"Correct conclusion but references wrong paragraph"
10,gemma3:27b,jinaai/jina-embeddings-v2-base-de,64,1,2,1,1,"Incorrect answer about authority notification"
11,gemma3:27b,jinaai/jina-embeddings-v2-base-de,64,1,2,1,1,"Incorrect answer about registration"
1,gemma3:27b,jinaai/jina-embeddings-v2-base-de,128,1,2,1,1,"Completely incorrect height (35m vs 7.5m)"
2,gemma3:27b,jinaai/jina-embeddings-v2-base-de,128,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,jinaai/jina-embeddings-v2-base-de,128,1,2,1,1,"Generic description unrelated to legal parameters"
4,gemma3:27b,jinaai/jina-embeddings-v2-base-de,128,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,gemma3:27b,jinaai/jina-embeddings-v2-base-de,128,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,jinaai/jina-embeddings-v2-base-de,128,1,1,1,1,"No specific information about required distance"
7,gemma3:27b,jinaai/jina-embeddings-v2-base-de,128,1,5,1,1,"Contradicts reference with vague explanation"
8,gemma3:27b,jinaai/jina-embeddings-v2-base-de,128,2,4,5,3,"Correct assessment but with vague explanation"
9,gemma3:27b,jinaai/jina-embeddings-v2-base-de,128,3,5,5,3,"Correct conclusion but references wrong paragraph"
10,gemma3:27b,jinaai/jina-embeddings-v2-base-de,128,1,1,1,1,"Incorrect information about registration"
11,gemma3:27b,jinaai/jina-embeddings-v2-base-de,128,1,1,1,1,"Incorrect information about registration"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,3,4,2,3,"Incorrect height (9m vs 7.5m)"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,5,5,5,5,"Perfect match to reference"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,3,4,3,4,"General definition but missing size specifications"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,5,5,5,5,"Accurate and complete answer"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,4,5,5,5,"Correct conclusion with appropriate reasoning"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,5,5,5,5,"Precise answer matching reference"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,2,5,5,2,"Answer contradicts reference by suggesting construction is possible"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,3,5,5,4,"Accurate assessment that construction is permitted with limits"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,3,4,5,4,"Correctly indicates no action needed"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.125,3,3,1,1,"Incorrect conclusion about pool removal rather than notification"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,3,4,2,3,"Incorrect height (9m vs 7.5m)"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,5,5,5,5,"Perfect match to reference"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,3,4,3,4,"General definition but missing size specifications"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,5,5,5,5,"Accurate and complete answer"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,4,5,5,5,"Correct conclusion with appropriate reasoning"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,5,5,5,5,"Precise answer matching reference"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,2,3,2,2,"Answer suggests construction may be possible, contradicting reference"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,3,5,3,3,"Partially correct assessment about construction limitations"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,4,4,5,4,"Correctly indicates no action needed"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.25,3,3,1,1,"Incorrect conclusion that pool is not permitted rather than requiring notification"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,3,4,2,3,"Incorrect height (9m vs 7.5m)"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,5,5,5,5,"Perfect match to reference"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,4,4,4,4,"Nearly complete definition with most key elements"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,5,5,5,5,"Accurate and complete answer"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,4,5,5,5,"Correct conclusion with appropriate reasoning"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,5,5,5,5,"Precise answer matching reference"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,3,3,2,2,"Answer hesitant but leans positive, contradicting reference"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,3,5,5,4,"Correct assessment that construction is permitted within limits"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,3,4,5,4,"Correctly indicates appropriate requirements"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,0.5,3,3,2,2,"Partially incorrect conclusion about pool requirements"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,1,2,1,1,"Incorrect reference to number of stories rather than height"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,2,2,1,1,"Vague definition about types and offerings"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,2,3,1,1,"Incorrect measurement (0.5m vs 20cm)"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,2,3,1,2,"Vague answer about minimum distance"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,1,5,5,2,"Contradicts reference with 'ja' answer"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,2,4,1,1,"Incorrect reasoning about 40% area requirement"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,2,5,5,3,"Correct answer but without detail from reference"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,1,2,1,1,"Incorrect answer about authority notification"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1,1,2,1,1,"Incorrect answer about authority notification"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,3,4,5,5,"Correct height specification matching reference"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,1,1,1,1,"Generic description unrelated to legal definition"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,2,3,1,1,"Incorrect measurement (1m vs 20cm)"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,1,1,1,1,"No information provided about required distance"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,2,3,2,2,"Answer about building regulations is vague"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,2,4,5,3,"Correct general conclusion about permitted construction"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,3,5,5,3,"Correct conclusion but without specific details from reference"
10,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,1,2,1,1,"Incorrect answer about authority verification"
11,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,2,2,2,1,1,"Incorrect answer about registration without notification"
1,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,1,2,1,1,"Completely incorrect height (15m vs 7.5m)"
2,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,1,1,1,1,"No information provided about maximum angle"
3,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,1,1,1,1,"Generic description unrelated to legal definition"
4,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,2,3,1,1,"Incorrect measurement (0.5m vs 20cm)"
5,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,4,5,5,5,"Correct conclusion with appropriate explanation"
6,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,1,2,1,1,"No specific information about required distance"
7,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,1,3,1,1,"Contradicts reference with vague explanation"
8,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,2,4,1,1,"Incorrect reasoning about construction requirements"
9,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,3,5,5,3,"Correct conclusion but without specific details from reference"
